-2.0e-1 -7.0e-1 2.719891e-1 2.719891e-1
-1.0e-1 -7.0e-1 2.928934e-1 2.928934e-1
0.0e0 -7.0e-1 3.0e-1 3.0e-1
1.0e-1 -7.0e-1 2.928934e-1 2.928934e-1
2.0e-1 -7.0e-1 2.719891e-1 2.719891e-1
3.0e-1 -7.0e-1 2.384227e-1 2.384227e-1
4.0e-1 -7.0e-1 1.937744e-1 1.937744e-1
5.0e-1 -7.0e-1 1.397676e-1 1.397676e-1
6.0e-1 -7.0e-1 7.80457e-2 7.80457e-2
7.0e-1 -7.0e-1 1.00507e-2 1.00507e-2
8.0e-1 -7.0e-1 -6.2997e-2 -6.2997e-2
9.0e-1 -7.0e-1 -1.40158e-1 -1.40158e-1
1.0e0 -7.0e-1 -2.20636e-1 -2.20636e-1

-1.0e0 -6.0e-1 -1.66173e-1 -1.66173e-1
-9.0e-1 -6.0e-1 -8.1648e-2 -8.1648e-2
-8.0e-1 -6.0e-1 1.51e-5 1.51e-5
-7.0e-1 -6.0e-1 7.80457e-2 7.80457e-2
-6.0e-1 -6.0e-1 1.51472e-1 1.51472e-1
-5.0e-1 -6.0e-1 2.189752e-1 2.189752e-1
-4.0e-1 -6.0e-1 2.788899e-1 2.788899e-1
-3.0e-1 -6.0e-1 3.291798e-1 3.291798e-1
-2.0e-1 -6.0e-1 3.675446e-1 3.675446e-1
-1.0e-1 -6.0e-1 3.91724e-1 3.91724e-1
0.0e0 -6.0e-1 4.0e-1 4.0e-1
1.0e-1 -6.0e-1 3.91724e-1 3.91724e-1
2.0e-1 -6.0e-1 3.675446e-1 3.675446e-1
3.0e-1 -6.0e-1 3.291798e-1 3.291798e-1
4.0e-1 -6.0e-1 2.788899e-1 2.788899e-1
5.0e-1 -6.0e-1 2.189752e-1 2.189752e-1
6.0e-1 -6.0e-1 1.51472e-1 1.51472e-1
7.0e-1 -6.0e-1 7.80457e-2 7.80457e-2
8.0e-1 -6.0e-1 1.51e-5 1.51e-5
9.0e-1 -6.0e-1 -8.1648e-2 -8.1648e-2
1.0e0 -6.0e-1 -1.66173e-1 -1.66173e-1

-1.0e0 -5.0e-1 -1.18016e-1 -1.18016e-1
-9.0e-1 -5.0e-1 -2.9547e-2 -2.9547e-2
-8.0e-1 -5.0e-1 5.6602e-2 5.6602e-2
-7.0e-1 -5.0e-1 1.397676e-1 1.397676e-1
-6.0e-1 -5.0e-1 2.189752e-1 2.189752e-1
-5.0e-1 -5.0e-1 2.928934e-1 2.928934e-1
-4.0e-1 -5.0e-1 3.596877e-1 3.596877e-1
-3.0e-1 -5.0e-1 4.169049e-1 4.169049e-1
-2.0e-1 -5.0e-1 4.614836e-1 4.614836e-1
-1.0e-1 -5.0e-1 4.900981e-1 4.900981e-1
0.0e0 -5.0e-1 5.0e-1 5.0e-1
1.0e-1 -5.0e-1 4.900981e-1 4.900981e-1
2.0e-1 -5.0e-1 4.614836e-1 4.614836e-1
3.0e-1 -5.0e-1 4.169049e-1 4.169049e-1
4.0e-1 -5.0e-1 3.596877e-1 3.596877e-1
5.0e-1 -5.0e-1 2.928934e-1 2.928934e-1
6.0e-1 -5.0e-1 2.189752e-1 2.189752e-1
7.0e-1 -5.0e-1 1.397676e-1 1.397676e-1
8.0e-1 -5.0e-1 5.6602e-2 5.6602e-2
9.0e-1 -5.0e-1 -2.9547e-2 -2.9547e-2
1.0e0 -5.0e-1 -1.18016e-1 -1.18016e-1

-1.0e0 -4.0e-1 -7.7017e-2 -7.7017e-2
-9.0e-1 -4.0e-1 1.51144e-2 1.51144e-2
-8.0e-1 -4.0e-1 1.05573e-1 1.05573e-1
-7.0e-1 -4.0e-1 1.937744e-1 1.937744e-1
-6.0e-1 -4.0e-1 2.788899e-1 2.788899e-1
-5.0e-1 -4.0e-1 3.596877e-1 3.596877e-1
-4.0e-1 -4.0e-1 4.343147e-1 4.343147e-1
-3.0e-1 -4.0e-1 5.0e-1 5.0e-1
-2.0e-1 -4.0e-1 5.527866e-1 5.527866e-1
-1.0e-1 -4.0e-1 5.876895e-1 5.876895e-1
0.0e0 -4.0e-1 6.0e-1 6.0e-1
1.0e-1 -4.0e-1 5.876895e-1 5.876895e-1
2.0e-1 -4.0e-1 5.527866e-1 5.527866e-1
3.0e-1 -4.0e-1 5.0e-1 5.0e-1
4.0e-1 -4.0e-1 4.343147e-1 4.343147e-1
5.0e-1 -4.0e-1 3.596877e-1 3.596877e-1
6.0e-1 -4.0e-1 2.788899e-1 2.788899e-1
7.0e-1 -4.0e-1 1.937744e-1 1.937744e-1
8.0e-1 -4.0e-1 1.05573e-1 1.05573e-1
9.0e-1 -4.0e-1 1.51144e-2 1.51144e-2
1.0e0 -4.0e-1 -7.7017e-2 -7.7017e-2

-1.0e0 -3.0e-1 -4.4014e-2 -4.4014e-2
-9.0e-1 -3.0e-1 5.13168e-2 5.13168e-2
-8.0e-1 -3.0e-1 1.455998e-1 1.455998e-1
-7.0e-1 -3.0e-1 2.384227e-1 2.384227e-1
-6.0e-1 -3.0e-1 3.291798e-1 3.291798e-1
-5.0e-1 -3.0e-1 4.169049e-1 4.169049e-1
-4.0e-1 -3.0e-1 5.0e-1 5.0e-1
-3.0e-1 -3.0e-1 5.757361e-1 5.757361e-1
-2.0e-1 -3.0e-1 6.39445e-1 6.39445e-1
-1.0e-1 -3.0e-1 6.837724e-1 6.837724e-1
0.0e0 -3.0e-1 7.000047e-1 7.000047e-1
1.0e-1 -3.0e-1 6.837724e-1 6.837724e-1
2.0e-1 -3.0e-1 6.39445e-1 6.39445e-1
3.0e-1 -3.0e-1 5.757361e-1 5.757361e-1
4.0e-1 -3.0e-1 5.0e-1 5.0e-1
5.0e-1 -3.0e-1 4.169049e-1 4.169049e-1
6.0e-1 -3.0e-1 3.291798e-1 3.291798e-1
7.0e-1 -3.0e-1 2.384227e-1 2.384227e-1
8.0e-1 -3.0e-1 1.455998e-1 1.455998e-1
9.0e-1 -3.0e-1 5.13168e-2 5.13168e-2
1.0e0 -3.0e-1 -4.4014e-2 -4.4014e-2

-1.0e0 -2.0e-1 -1.9788e-2 -1.9788e-2
-9.0e-1 -2.0e-1 7.80457e-2 7.80457e-2
-8.0e-1 -2.0e-1 1.75379e-1 1.75379e-1
-7.0e-1 -2.0e-1 2.719891e-1 2.719891e-1
-6.0e-1 -2.0e-1 3.675446e-1 3.675446e-1
-5.0e-1 -2.0e-1 4.614836e-1 4.614836e-1
-4.0e-1 -2.0e-1 5.527866e-1 5.527866e-1
-3.0e-1 -2.0e-1 6.39445e-1 6.39445e-1
-2.0e-1 -2.0e-1 7.171617e-1 7.171617e-1
-1.0e-1 -2.0e-1 7.763966e-1 7.763966e-1
0.0e0 -2.0e-1 8.00003e-1 8.00003e-1
1.0e-1 -2.0e-1 7.763966e-1 7.763966e-1
2.0e-1 -2.0e-1 7.171617e-1 7.171617e-1
3.0e-1 -2.0e-1 6.39445e-1 6.39445e-1
4.0e-1 -2.0e-1 5.527866e-1 5.527866e-1
5.0e-1 -2.0e-1 4.614836e-1 4.614836e-1
6.0e-1 -2.0e-1 3.675446e-1 3.675446e-1
7.0e-1 -2.0e-1 2.719891e-1 2.719891e-1
8.0e-1 -2.0e-1 1.75379e-1 1.75379e-1
9.0e-1 -2.0e-1 7.80457e-2 7.80457e-2
1.0e0 -2.0e-1 -1.9788e-2 -1.9788e-2

-1.0e0 -1.0e-1 -4.971e-3 -4.971e-3
-9.0e-1 -1.0e-1 9.44615e-2 9.44615e-2
-8.0e-1 -1.0e-1 1.937744e-1 1.937744e-1
-7.0e-1 -1.0e-1 2.928934e-1 2.928934e-1
-6.0e-1 -1.0e-1 3.91724e-1 3.91724e-1
-5.0e-1 -1.0e-1 4.900981e-1 4.900981e-1
-4.0e-1 -1.0e-1 5.876895e-1 5.876895e-1
-3.0e-1 -1.0e-1 6.837724e-1 6.837724e-1
-2.0e-1 -1.0e-1 7.763966e-1 7.763966e-1
-1.0e-1 -1.0e-1 8.58581e-1 8.58581e-1
0.0e0 -1.0e-1 9.000015e-1 9.000015e-1
1.0e-1 -1.0e-1 8.58581e-1 8.58581e-1
2.0e-1 -1.0e-1 7.763966e-1 7.763966e-1
3.0e-1 -1.0e-1 6.837724e-1 6.837724e-1
4.0e-1 -1.0e-1 5.876895e-1 5.876895e-1
5.0e-1 -1.0e-1 4.900981e-1 4.900981e-1
6.0e-1 -1.0e-1 3.91724e-1 3.91724e-1
7.0e-1 -1.0e-1 2.928934e-1 2.928934e-1
8.0e-1 -1.0e-1 1.937744e-1 1.937744e-1
9.0e-1 -1.0e-1 9.44615e-2 9.44615e-2
1.0e0 -1.0e-1 -4.971e-3 -4.971e-3

-1.0e0 0.0e0 1.51e-5 1.51e-5
-9.0e-1 0.0e0 1.0e-1 1.0e-1
-8.0e-1 0.0e0 2.0e-1 2.0e-1
-7.0e-1 0.0e0 3.0e-1 3.0e-1
-6.0e-1 0.0e0 4.0e-1 4.0e-1
-5.0e-1 0.0e0 5.0e-1 5.0e-1
-4.0e-1 0.0e0 6.0e-1 6.0e-1
-3.0e-1 0.0e0 7.000047e-1 7.000047e-1
-2.0e-1 0.0e0 8.00003e-1 8.00003e-1
-1.0e-1 0.0e0 9.000015e-1 9.000015e-1
0.0e0 0.0e0 1.0e0 1.0e0
1.0e-1 0.0e0 9.000015e-1 9.000015e-1
2.0e-1 0.0e0 8.00003e-1 8.00003e-1
3.0e-1 0.0e0 7.000047e-1 7.000047e-1
4.0e-1 0.0e0 6.0e-1 6.0e-1
5.0e-1 0.0e0 5.0e-1 5.0e-1
6.0e-1 0.0e0 4.0e-1 4.0e-1
7.0e-1 0.0e0 3.0e-1 3.0e-1
8.0e-1 0.0e0 2.0e-1 2.0e-1
9.0e-1 0.0e0 1.0e-1 1.0e-1
1.0e0 0.0e0 1.51e-5 1.51e-5

-1.0e0 1.0e-1 -4.971e-3 -4.971e-3
-9.0e-1 1.0e-1 9.44615e-2 9.44615e-2
-8.0e-1 1.0e-1 1.937744e-1 1.937744e-1
-7.0e-1 1.0e-1 2.928934e-1 2.928934e-1
-6.0e-1 1.0e-1 3.91724e-1 3.91724e-1
-5.0e-1 1.0e-1 4.900981e-1 4.900981e-1
-4.0e-1 1.0e-1 5.876895e-1 5.876895e-1
-3.0e-1 1.0e-1 6.837724e-1 6.837724e-1
-2.0e-1 1.0e-1 7.763966e-1 7.763966e-1
-1.0e-1 1.0e-1 8.58581e-1 8.58581e-1
0.0e0 1.0e-1 9.000015e-1 9.000015e-1
1.0e-1 1.0e-1 8.58581e-1 8.58581e-1
2.0e-1 1.0e-1 7.763966e-1 7.763966e-1
3.0e-1 1.0e-1 6.837724e-1 6.837724e-1
4.0e-1 1.0e-1 5.876895e-1 5.876895e-1
5.0e-1 1.0e-1 4.900981e-1 4.900981e-1
6.0e-1 1.0e-1 3.91724e-1 3.91724e-1
7.0e-1 1.0e-1 2.928934e-1 2.928934e-1
8.0e-1 1.0e-1 1.937744e-1 1.937744e-1
9.0e-1 1.0e-1 9.44615e-2 9.44615e-2
1.0e0 1.0e-1 -4.971e-3 -4.971e-3

-1.0e0 2.0e-1 -1.9788e-2 -1.9788e-2
-9.0e-1 2.0e-1 7.80457e-2 7.80457e-2
-8.0e-1 2.0e-1 1.75379e-1 1.75379e-1
-7.0e-1 2.0e-1 2.719891e-1 2.719891e-1
-6.0e-1 2.0e-1 3.675446e-1 3.675446e-1
-5.0e-1 2.0e-1 4.614836e-1 4.614836e-1
-4.0e-1 2.0e-1 5.527866e-1 5.527866e-1
-3.0e-1 2.0e-1 6.39445e-1 6.39445e-1
-2.0e-1 2.0e-1 7.171617e-1 7.171617e-1
-1.0e-1 2.0e-1 7.763966e-1 7.763966e-1
0.0e0 2.0e-1 8.00003e-1 8.00003e-1
1.0e-1 2.0e-1 7.763966e-1 7.763966e-1
2.0e-1 2.0e-1 7.171617e-1 7.171617e-1
3.0e-1 2.0e-1 6.39445e-1 6.39445e-1
4.0e-1 2.0e-1 5.527866e-1 5.527866e-1
5.0e-1 2.0e-1 4.614836e-1 4.614836e-1
6.0e-1 2.0e-1 3.675446e-1 3.675446e-1
7.0e-1 2.0e-1 2.719891e-1 2.719891e-1
8.0e-1 2.0e-1 1.75379e-1 1.75379e-1
9.0e-1 2.0e-1 7.80457e-2 7.80457e-2
1.0e0 2.0e-1 -1.9788e-2 -1.9788e-2

-1.0e0 3.0e-1 -4.4014e-2 -4.4014e-2
-9.0e-1 3.0e-1 5.13168e-2 5.13168e-2
-8.0e-1 3.0e-1 1.455998e-1 1.455998e-1
-7.0e-1 3.0e-1 2.384227e-1 2.384227e-1
-6.0e-1 3.0e-1 3.291798e-1 3.291798e-1
-5.0e-1 3.0e-1 4.169049e-1 4.169049e-1
-4.0e-1 3.0e-1 5.0e-1 5.0e-1
-3.0e-1 3.0e-1 5.757361e-1 5.757361e-1
-2.0e-1 3.0e-1 6.39445e-1 6.39445e-1
-1.0e-1 3.0e-1 6.837724e-1 6.837724e-1
0.0e0 3.0e-1 7.000047e-1 7.000047e-1
1.0e-1 3.0e-1 6.837724e-1 6.837724e-1
2.0e-1 3.0e-1 6.39445e-1 6.39445e-1
3.0e-1 3.0e-1 5.757361e-1 5.757361e-1
4.0e-1 3.0e-1 5.0e-1 5.0e-1
5.0e-1 3.0e-1 4.169049e-1 4.169049e-1
6.0e-1 3.0e-1 3.291798e-1 3.291798e-1
7.0e-1 3.0e-1 2.384227e-1 2.384227e-1
8.0e-1 3.0e-1 1.455998e-1 1.455998e-1
9.0e-1 3.0e-1 5.13168e-2 5.13168e-2
1.0e0 3.0e-1 -4.4014e-2 -4.4014e-2

-1.0e0 4.0e-1 -7.7017e-2 -7.7017e-2
-9.0e-1 4.0e-1 1.51144e-2 1.51144e-2
-8.0e-1 4.0e-1 1.05573e-1 1.05573e-1
-7.0e-1 4.0e-1 1.937744e-1 1.937744e-1
-6.0e-1 4.0e-1 2.788899e-1 2.788899e-1
-5.0e-1 4.0e-1 3.596877e-1 3.596877e-1
-4.0e-1 4.0e-1 4.343147e-1 4.343147e-1
-3.0e-1 4.0e-1 5.0e-1 5.0e-1
-2.0e-1 4.0e-1 5.527866e-1 5.527866e-1
-1.0e-1 4.0e-1 5.876895e-1 5.876895e-1
0.0e0 4.0e-1 6.0e-1 6.0e-1
1.0e-1 4.0e-1 5.876895e-1 5.876895e-1
2.0e-1 4.0e-1 5.527866e-1 5.527866e-1
3.0e-1 4.0e-1 5.0e-1 5.0e-1
4.0e-1 4.0e-1 4.343147e-1 4.343147e-1
5.0e-1 4.0e-1 3.596877e-1 3.596877e-1
6.0e-1 4.0e-1 2.788899e-1 2.788899e-1
7.0e-1 4.0e-1 1.937744e-1 1.937744e-1
8.0e-1 4.0e-1 1.05573e-1 1.05573e-1
9.0e-1 4.0e-1 1.51144e-2 1.51144e-2
1.0e0 4.0e-1 -7.7017e-2 -7.7017e-2

-1.0e0 5.0e-1 -1.18016e-1 -1.18016e-1
-9.0e-1 5.0e-1 -2.9547e-2 -2.9547e-2
-8.0e-1 5.0e-1 5.6602e-2 5.6602e-2
-7.0e-1 5.0e-1 1.397676e-1 1.397676e-1
-6.0e-1 5.0e-1 2.189752e-1 2.189752e-1
-5.0e-1 5.0e-1 2.928934e-1 2.928934e-1
-4.0e-1 5.0e-1 3.596877e-1 3.596877e-1
-3.0e-1 5.0e-1 4.169049e-1 4.169049e-1
-2.0e-1 5.0e-1 4.614836e-1 4.614836e-1
-1.0e-1 5.0e-1 4.900981e-1 4.900981e-1
0.0e0 5.0e-1 5.0e-1 5.0e-1
1.0e-1 5.0e-1 4.900981e-1 4.900981e-1
2.0e-1 5.0e-1 4.614836e-1 4.614836e-1
3.0e-1 5.0e-1 4.169049e-1 4.169049e-1
4.0e-1 5.0e-1 3.596877e-1 3.596877e-1
5.0e-1 5.0e-1 2.928934e-1 2.928934e-1
6.0e-1 5.0e-1 2.189752e-1 2.189752e-1
7.0e-1 5.0e-1 1.397676e-1 1.397676e-1
8.0e-1 5.0e-1 5.6602e-2 5.6602e-2
9.0e-1 5.0e-1 -2.9547e-2 -2.9547e-2
1.0e0 5.0e-1 -1.18016e-1 -1.18016e-1

-1.0e0 6.0e-1 -1.66173e-1 -1.66173e-1
-9.0e-1 6.0e-1 -8.1648e-2 -8.1648e-2
-8.0e-1 6.0e-1 1.51e-5 1.51e-5
-7.0e-1 6.0e-1 7.80457e-2 7.80457e-2
-6.0e-1 6.0e-1 1.51472e-1 1.51472e-1
-5.0e-1 6.0e-1 2.189752e-1 2.189752e-1
-4.0e-1 6.0e-1 2.788899e-1 2.788899e-1
-3.0e-1 6.0e-1 3.291798e-1 3.291798e-1
-2.0e-1 6.0e-1 3.675446e-1 3.675446e-1
-1.0e-1 6.0e-1 3.91724e-1 3.91724e-1
0.0e0 6.0e-1 4.0e-1 4.0e-1
1.0e-1 6.0e-1 3.91724e-1 3.91724e-1
2.0e-1 6.0e-1 3.675446e-1 3.675446e-1
3.0e-1 6.0e-1 3.291798e-1 3.291798e-1
4.0e-1 6.0e-1 2.788899e-1 2.788899e-1
5.0e-1 6.0e-1 2.189752e-1 2.189752e-1
6.0e-1 6.0e-1 1.51472e-1 1.51472e-1
7.0e-1 6.0e-1 7.80457e-2 7.80457e-2
8.0e-1 6.0e-1 1.51e-5 1.51e-5
9.0e-1 6.0e-1 -8.1648e-2 -8.1648e-2
1.0e0 6.0e-1 -1.66173e-1 -1.66173e-1

-1.0e0 7.0e-1 -2.20636e-1 -2.20636e-1
-9.0e-1 7.0e-1 -1.40158e-1 -1.40158e-1
-8.0e-1 7.0e-1 -6.2997e-2 -6.2997e-2
-7.0e-1 7.0e-1 1.00507e-2 1.00507e-2
-6.0e-1 7.0e-1 7.80457e-2 7.80457e-2
-5.0e-1 7.0e-1 1.397676e-1 1.397676e-1
-4.0e-1 7.0e-1 1.937744e-1 1.937744e-1
-3.0e-1 7.0e-1 2.384227e-1 2.384227e-1
-2.0e-1 7.0e-1 2.719891e-1 2.719891e-1
-1.0e-1 7.0e-1 2.928934e-1 2.928934e-1
0.0e0 7.0e-1 3.0e-1 3.0e-1
1.0e-1 7.0e-1 2.928934e-1 2.928934e-1
2.0e-1 7.0e-1 2.719891e-1 2.719891e-1
3.0e-1 7.0e-1 2.384227e-1 2.384227e-1
4.0e-1 7.0e-1 1.937744e-1 1.937744e-1
5.0e-1 7.0e-1 1.397676e-1 1.397676e-1
6.0e-1 7.0e-1 7.80457e-2 7.80457e-2
7.0e-1 7.0e-1 1.00507e-2 1.00507e-2
8.0e-1 7.0e-1 -6.2997e-2 -6.2997e-2
9.0e-1 7.0e-1 -1.40158e-1 -1.40158e-1
1.0e0 7.0e-1 -2.20636e-1 -2.20636e-1

-1.0e0 8.0e-1 -2.80605e-1 -2.80605e-1
-9.0e-1 8.0e-1 -2.04141e-1 -2.04141e-1
-8.0e-1 8.0e-1 -1.31354e-1 -1.31354e-1
-7.0e-1 8.0e-1 -6.2997e-2 -6.2997e-2
-6.0e-1 8.0e-1 1.51e-5 1.51e-5
-5.0e-1 8.0e-1 5.6602e-2 5.6602e-2
-4.0e-1 8.0e-1 1.05573e-1 1.05573e-1
-3.0e-1 8.0e-1 1.455998e-1 1.455998e-1
-2.0e-1 8.0e-1 1.75379e-1 1.75379e-1
-1.0e-1 8.0e-1 1.937744e-1 1.937744e-1
0.0e0 8.0e-1 2.0e-1 2.0e-1
1.0e-1 8.0e-1 1.937744e-1 1.937744e-1
2.0e-1 8.0e-1 1.75379e-1 1.75379e-1
3.0e-1 8.0e-1 1.455998e-1 1.455998e-1
4.0e-1 8.0e-1 1.05573e-1 1.05573e-1
5.0e-1 8.0e-1 5.6602e-2 5.6602e-2
6.0e-1 8.0e-1 1.51e-5 1.51e-5
7.0e-1 8.0e-1 -6.2997e-2 -6.2997e-2
8.0e-1 8.0e-1 -1.31354e-1 -1.31354e-1
9.0e-1 8.0e-1 -2.04141e-1 -2.04141e-1
1.0e0 8.0e-1 -2.80605e-1 -2.80605e-1

-1.0e0 9.0e-1 -3.45341e-1 -3.45341e-1
-9.0e-1 9.0e-1 -2.72772e-1 -2.72772e-1
-8.0e-1 9.0e-1 -2.04141e-1 -2.04141e-1
-7.0e-1 9.0e-1 -1.40158e-1 -1.40158e-1
-6.0e-1 9.0e-1 -8.1648e-2 -8.1648e-2
-5.0e-1 9.0e-1 -2.9547e-2 -2.9547e-2
-4.0e-1 9.0e-1 1.51144e-2 1.51144e-2
-3.0e-1 9.0e-1 5.13168e-2 5.13168e-2
-2.0e-1 9.0e-1 7.80457e-2 7.80457e-2
-1.0e-1 9.0e-1 9.44615e-2 9.44615e-2
0.0e0 9.0e-1 1.0e-1 1.0e-1
1.0e-1 9.0e-1 9.44615e-2 9.44615e-2
2.0e-1 9.0e-1 7.80457e-2 7.80457e-2
3.0e-1 9.0e-1 5.13168e-2 5.13168e-2
4.0e-1 9.0e-1 1.51144e-2 1.51144e-2
5.0e-1 9.0e-1 -2.9547e-2 -2.9547e-2
6.0e-1 9.0e-1 -8.1648e-2 -8.1648e-2
7.0e-1 9.0e-1 -1.40158e-1 -1.40158e-1
8.0e-1 9.0e-1 -2.04141e-1 -2.04141e-1
9.0e-1 9.0e-1 -2.72772e-1 -2.72772e-1
1.0e0 9.0e-1 -3.45341e-1 -3.45341e-1

-1.0e0 1.0e0 -4.14192e-1 -4.14192e-1
-9.0e-1 1.0e0 -3.45341e-1 -3.45341e-1
-8.0e-1 1.0e0 -2.80605e-1 -2.80605e-1
-7.0e-1 1.0e0 -2.20636e-1 -2.20636e-1
-6.0e-1 1.0e0 -1.66173e-1 -1.66173e-1
-5.0e-1 1.0e0 -1.18016e-1 -1.18016e-1
-4.0e-1 1.0e0 -7.7017e-2 -7.7017e-2
-3.0e-1 1.0e0 -4.4014e-2 -4.4014e-2
-2.0e-1 1.0e0 -1.9788e-2 -1.9788e-2
-1.0e-1 1.0e0 -4.971e-3 -4.971e-3
0.0e0 1.0e0 1.51e-5 1.51e-5
1.0e-1 1.0e0 -4.971e-3 -4.971e-3
2.0e-1 1.0e0 -1.9788e-2 -1.9788e-2
3.0e-1 1.0e0 -4.4014e-2 -4.4014e-2
4.0e-1 1.0e0 -7.7017e-2 -7.7017e-2
5.0e-1 1.0e0 -1.18016e-1 -1.18016e-1
6.0e-1 1.0e0 -1.66173e-1 -1.66173e-1
7.0e-1 1.0e0 -2.20636e-1 -2.20636e-1
8.0e-1 1.0e0 -2.80605e-1 -2.80605e-1
9.0e-1 1.0e0 -3.45341e-1 -3.45341e-1
1.0e0 1.0e0 -4.14192e-1 -4.14192e-1
